Time_epoch,Transmitted_speed (km/hr),Transmitted_latitude (degrees),Transmitted_longitude (degrees),Transmitted_altitude (meters),Transmitted_heading_angle (degrees),Transmitted_timestamp (HH:MM:SS.mmm),Cloud_latitude (degrees),Cloud_longitude (degrees),Distance (meters),Received_packet_timestamp (HH:MM:SS.mmm),Latency_of_packet_transmission (ms),Packet_error_rate,Cloud_total_transferred_data (MBytes),Cloud_average_bandwidth_client (Mbits/sec),Cloud_total_transferred_data_server (MBytes),Cloud_average_bandwidth_server (Mbits/sec),Cloud_download_speed (Mbits/sec),Cloud_upload_speed (Mbits/sec),Cloud_latency (ms),Data_rate (Mbits/sec)
1715960955,57,17.6014736,78.1270047,525.2,38.82982492,32:45.2,17.59994,78.1257,219.5509156,32:45.3,57,0.017352803,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960956,59,17.601504,78.1270177,524.964,23.15308157,32:45.3,17.59994,78.1257,223.0468226,32:45.4,56,0.290730789,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960957,52,17.6015396,78.1270252,524.709,11.89676903,32:45.4,17.59994,78.1257,226.6386434,32:45.5,53,0.265135765,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960958,39,17.6015396,78.1270252,524.709,90,32:45.5,17.59994,78.1257,226.6386434,32:45.6,53,0.278325685,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960959,48,17.6015774,78.1270305,524.763,7.981503052,32:45.6,17.59994,78.1257,230.2956105,32:45.7,56,0.298472347,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960960,46,17.6016184,78.1270344,524.885,5.433737227,32:45.7,17.59994,78.1257,234.1660064,32:45.8,59,0.052168575,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960961,34,17.6016184,78.1270344,524.885,90,32:45.8,17.59994,78.1257,234.1660064,32:45.9,60,0.118872606,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960962,58,17.6016636,78.1270385,524.829,5.182999486,32:45.9,17.59994,78.1257,238.4493413,32:46.0,51,0.227471543,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960963,33,17.6017127,78.1270433,524.715,5.583474854,32:46.0,17.59994,78.1257,243.1568463,32:46.1,52,0.208806185,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960964,39,17.6017642,78.1270482,524.609,5.435081827,32:46.1,17.59994,78.1257,248.1204756,32:46.2,60,0.046168772,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960965,53,17.6017642,78.1270482,524.609,90,32:46.2,17.59994,78.1257,248.1204756,32:46.3,57,0.244749937,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960966,46,17.6018145,78.1270504,516.695,2.504382318,32:46.3,17.59994,78.1257,252.8453524,32:46.4,59,0.067332172,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960967,39,17.6018617,78.127058,515.787,9.147080407,32:46.4,17.59994,78.1257,257.6382078,32:46.5,52,0.067145284,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960968,46,17.6018617,78.127058,515.787,90,32:46.5,17.59994,78.1257,257.6382078,32:46.6,56,0.161092327,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960969,57,17.6019014,78.1270566,515.878,357.9803309,32:46.6,17.59994,78.1257,261.2294377,32:46.7,57,0.17788198,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960970,49,17.6019389,78.1270631,515.735,9.833563979,32:46.7,17.59994,78.1257,265.0955396,32:46.8,57,0.174025862,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960971,53,17.6019389,78.1270631,515.735,90,32:46.8,17.59994,78.1257,265.0955396,32:46.9,54,0.027446051,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960972,34,17.6019784,78.1270633,516.077,0.290102758,32:46.9,17.59994,78.1257,268.800194,32:47.0,50,0.263238259,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960973,31,17.6020238,78.127066,524.001,3.403449556,32:47.0,17.59994,78.1257,273.2220279,32:47.1,56,0.079680013,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960974,35,17.6020238,78.127066,524.001,90,32:47.1,17.59994,78.1257,273.2220279,32:47.2,53,0.038854476,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960975,50,17.6020737,78.1270708,523.911,5.49451244,32:47.2,17.59994,78.1257,278.2084722,32:47.3,55,0.266624424,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960976,31,17.6021268,78.1270776,523.805,90,32:47.3,17.59994,78.1257,283.6309205,32:47.4,60,0.286695449,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960977,42,17.6021783,78.1270827,515.841,5.655511666,32:47.4,17.59994,78.1257,288.8293131,32:47.5,54,0.258638285,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960978,59,17.6022361,78.1270939,514.845,10.96639097,32:47.5,17.59994,78.1257,294.9783937,32:47.6,58,0.242854822,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960979,40,17.6022361,78.1270939,514.845,90,32:47.6,17.59994,78.1257,294.9783937,32:47.7,52,0.196572594,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960980,40,17.6022824,78.1271005,515.477,8.112776757,32:47.7,17.59994,78.1257,299.7912983,32:47.8,57,0.165257211,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960981,45,17.6023227,78.1271063,515.821,8.189806181,32:47.8,17.59994,78.1257,303.9936309,32:47.9,60,0.026096028,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960982,40,17.6023227,78.1271063,515.821,90,32:47.9,17.59994,78.1257,303.9936309,32:48.0,51,0.122535964,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960983,48,17.6023564,78.1271096,515.813,5.592735421,32:48.0,17.59994,78.1257,307.4348526,32:48.1,50,0.111806555,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960984,44,17.6023745,78.1270974,523.267,326.0187239,32:48.1,17.59994,78.1257,308.5726582,32:48.2,54,0.077926135,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960985,54,17.6023745,78.1270974,523.267,90,32:48.2,17.59994,78.1257,308.5726582,32:48.3,51,0.217026034,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960986,52,17.6023987,78.1270857,523.278,334.1975764,32:48.3,17.59994,78.1257,310.3472445,32:48.4,58,0.148762721,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960987,52,17.6024145,78.1270668,523.177,309.8949096,32:48.4,17.59994,78.1257,310.9577743,32:48.5,59,0.024313865,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960988,45,17.6024145,78.1270668,523.177,90,32:48.5,17.59994,78.1257,310.9577743,32:48.6,54,0.066054961,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960989,60,17.6024231,78.1270397,523.054,287.6064803,32:48.6,17.59994,78.1257,310.4801809,32:48.7,53,0.204977629,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960990,40,17.6024262,78.1270047,522.971,275.0615609,32:48.7,17.59994,78.1257,309.1095052,32:48.8,54,0.022839258,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960991,51,17.6024262,78.1270047,522.971,90,32:48.8,17.59994,78.1257,309.1095052,32:48.9,57,0.255362074,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960992,45,17.6024269,78.1269632,522.9,270.9663432,32:48.9,17.59994,78.1257,307.2370004,32:49.0,50,0.148543958,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960993,37,17.6024273,78.1269156,522.817,270.4814658,32:49.0,17.59994,78.1257,305.1125993,32:49.1,56,0.144175973,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960994,33,17.6024273,78.1269156,522.817,90,32:49.1,17.59994,78.1257,305.1125993,32:49.2,56,0.177722335,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960995,37,17.6024273,78.1268656,522.747,270,32:49.2,17.59994,78.1257,302.9128766,32:49.3,56,0.24740429,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960996,33,17.6024268,78.1268204,522.687,269.3662229,32:49.3,17.59994,78.1257,300.9397129,32:49.4,52,0.104342762,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960997,53,17.6024268,78.1268204,522.687,90,32:49.4,17.59994,78.1257,300.9397129,32:49.5,57,0.203404846,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960998,54,17.6024263,78.1267836,522.669,269.2215726,32:49.5,17.59994,78.1257,299.3707239,32:49.6,51,0.169719589,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715960999,32,17.6024258,78.1267536,522.636,269.0451587,32:49.6,17.59994,78.1257,298.1137878,32:49.7,52,0.080108481,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961000,32,17.6024258,78.1267536,522.636,90,32:49.7,17.59994,78.1257,298.1137878,32:49.8,59,0.263588996,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961001,56,17.602425,78.1267237,522.599,268.4673682,32:49.8,17.59994,78.1257,296.8584194,32:49.9,57,0.239227806,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961002,58,17.6024244,78.1266913,522.62,268.9390883,32:49.9,17.59994,78.1257,295.5582011,32:50.0,50,0.19753555,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961003,47,17.6024244,78.1266913,522.62,90,32:50.0,17.59994,78.1257,295.5582011,32:50.1,53,0.255174519,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961004,58,17.6024246,78.1266607,522.593,270.3744769,32:50.1,17.59994,78.1257,294.4417327,32:50.2,52,0.26018826,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961005,55,17.6024289,78.1266329,522.571,278.7926183,32:50.2,17.59994,78.1257,293.8860167,32:50.3,53,0.212508893,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961006,48,17.6024289,78.1266329,522.571,90,32:50.3,17.59994,78.1257,293.8860167,32:50.4,53,0.251103999,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961007,48,17.6024448,78.1266087,522.504,303.3059062,32:50.4,17.59994,78.1257,294.703349,32:50.5,51,0.209241439,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961008,50,17.6024738,78.1265987,522.419,340.974394,32:50.5,17.59994,78.1257,297.4116506,32:50.6,55,0.204042232,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961009,34,17.6024738,78.1265987,522.419,90,32:50.6,17.59994,78.1257,297.4116506,32:50.7,57,0.185583413,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961010,47,17.6025049,78.1266142,522.352,26.49131149,32:50.7,17.59994,78.1257,301.2141414,32:50.8,56,0.225814992,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961011,57,17.6025239,78.1266528,522.314,63.79229833,32:50.8,17.59994,78.1257,304.5473616,32:50.9,57,0.047581532,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961012,39,17.6025239,78.1266528,522.314,90,32:50.9,17.59994,78.1257,304.5473616,32:51.0,51,0.264261228,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961013,58,17.602529,78.1267038,522.273,84.28940686,32:51.0,17.59994,78.1257,306.9140963,32:51.1,60,0.261553058,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961014,51,17.6025291,78.1267608,522.291,89.89948119,32:51.1,17.59994,78.1257,309.0706613,32:51.2,58,0.008774185,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961015,50,17.6025291,78.1267608,522.291,90,32:51.2,17.59994,78.1257,309.0706613,32:51.3,58,0.247745025,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961016,35,17.6025308,78.1268175,514.331,88.2826516,32:51.3,17.59994,78.1257,311.48198,32:51.4,58,0.03866096,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961017,30,17.6025297,78.1268767,513.083,91.06449503,32:51.4,17.59994,78.1257,313.8093232,32:51.5,59,0.100535656,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961018,34,17.6025297,78.1268767,513.083,90,32:51.5,17.59994,78.1257,313.8093232,32:51.6,56,0.223052477,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961019,38,17.6025319,78.1269234,513.432,87.3028353,32:51.6,17.59994,78.1257,316.0322232,32:51.7,52,0.048227969,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961020,41,17.602531,78.1269639,513.482,91.27303002,32:51.7,17.59994,78.1257,317.7268127,32:51.8,56,0.245390107,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961021,55,17.602531,78.1269639,513.482,90,32:51.8,17.59994,78.1257,317.7268127,32:51.9,57,0.249640253,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961022,43,17.6025322,78.1269991,513.299,88.04749095,32:51.9,17.59994,78.1257,319.438117,32:52.0,57,0.15224032,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961023,31,17.6025344,78.127022,522.377,84.51244294,32:52.0,17.59994,78.1257,320.711829,32:52.1,55,0.001915762,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961024,46,17.6025344,78.127022,522.377,90,32:52.1,17.59994,78.1257,320.711829,32:52.2,51,0.08611144,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961025,43,17.6025312,78.1270506,522.368,96.38416393,32:52.2,17.59994,78.1257,321.7290316,32:52.3,54,0.185078076,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961026,55,17.6025226,78.1270764,522.289,108.4349488,32:52.3,17.59994,78.1257,322.1021437,32:52.4,59,0.294355853,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961027,42,17.6025226,78.1270764,522.289,90,32:52.4,17.59994,78.1257,322.1021437,32:52.5,56,0.189544058,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961028,56,17.6025084,78.1270964,522.279,125.3747518,32:52.5,17.59994,78.1257,321.6650311,32:52.6,55,0.077941074,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961029,38,17.6024873,78.1271082,522.297,150.7842591,32:52.6,17.59994,78.1257,320.164875,32:52.7,53,0.190201711,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961030,55,17.6024873,78.1271082,522.297,90,32:52.7,17.59994,78.1257,320.164875,32:52.8,54,0.161995614,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961031,54,17.6024397,78.1270988,522.191,90,32:52.8,17.59994,78.1257,315.0218637,32:52.9,59,0.233953619,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961032,44,17.6024247,78.1270786,522.189,233.403371,32:52.9,17.59994,78.1257,312.5445491,32:53.0,57,0.032094192,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961033,54,17.6024181,78.127047,522.184,258.2027518,32:53.0,17.59994,78.1257,310.3410386,32:53.1,58,0.228308371,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961034,51,17.6024181,78.127047,522.184,90,32:53.1,17.59994,78.1257,310.3410386,32:53.2,55,0.162379974,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961035,44,17.6024194,78.1270058,522.142,271.8072769,32:53.2,17.59994,78.1257,308.4857384,32:53.3,56,0.288897601,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961036,53,17.6024242,78.1269564,522.081,275.5497795,32:53.3,17.59994,78.1257,306.653144,32:53.4,53,0.10256165,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961037,59,17.6024242,78.1269564,522.081,90,32:53.4,17.59994,78.1257,306.653144,32:53.5,57,0.189786568,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961038,40,17.6024285,78.1269011,522.089,274.4462406,32:53.5,17.59994,78.1257,304.5880349,32:53.6,54,0.279608432,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961039,60,17.6024302,78.1268447,522.045,271.7264778,32:53.6,17.59994,78.1257,302.3115328,32:53.7,54,0.030752918,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961040,45,17.6024302,78.1268447,522.045,90,32:53.7,17.59994,78.1257,302.3115328,32:53.8,57,0.281168546,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961041,58,17.6024278,78.1267914,513.821,267.4218189,32:53.8,17.59994,78.1257,299.8427293,32:53.9,59,0.206365717,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961042,46,17.6024283,78.1267419,512.956,270.5787256,32:53.9,17.59994,78.1257,297.9096548,32:54.0,51,0.020351118,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961043,55,17.6024283,78.1267419,512.956,90,32:54.0,17.59994,78.1257,297.9096548,32:54.1,58,0.09028907,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961044,33,17.602424,78.1266981,513.18,264.3930391,32:54.1,17.59994,78.1257,295.7736412,32:54.2,53,0.212451627,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961045,30,17.6024268,78.126661,513.281,274.3160276,32:54.2,17.59994,78.1257,294.6822689,32:54.3,54,0.02020518,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961046,37,17.6024268,78.126661,513.281,90,32:54.3,17.59994,78.1257,294.6822689,32:54.4,50,0.174651138,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961047,46,17.6024287,78.1266292,513.891,273.4192679,32:54.4,17.59994,78.1257,293.7333554,32:54.5,53,0.103764917,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961048,32,17.6024427,78.1266067,521.931,301.8907918,32:54.5,17.59994,78.1257,294.4134111,32:54.6,55,0.186274655,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961049,58,17.6024427,78.1266067,521.931,90,32:54.6,17.59994,78.1257,294.4134111,32:54.7,51,0.01372261,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961050,49,17.602465,78.1265931,521.923,328.6224269,32:54.7,17.59994,78.1257,296.2946891,32:54.8,55,0.261461042,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961051,44,17.602494,78.1265961,521.761,5.906141146,32:54.8,17.59994,78.1257,299.4528198,32:54.9,59,0.292046691,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961052,44,17.602494,78.1265961,521.761,90,32:54.9,17.59994,78.1257,299.4528198,32:55.0,51,0.290663357,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961053,60,17.6025198,78.1266215,521.742,44.55238584,32:55.0,17.59994,78.1257,303.0318398,32:55.1,58,0.22489555,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961054,53,17.6025327,78.1266638,521.672,73.04015298,32:55.1,17.59994,78.1257,305.8580975,32:55.2,54,0.039025872,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961055,51,17.6025327,78.1266638,521.672,90,32:55.2,17.59994,78.1257,305.8580975,32:55.3,57,0.227478959,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961056,43,17.6025352,78.1267151,521.609,87.21001527,32:55.3,17.59994,78.1257,307.977203,32:55.4,53,0.007376075,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961057,55,17.6025348,78.1267724,521.65,90.39996404,32:55.4,17.59994,78.1257,310.1096524,32:55.5,52,0.006637065,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961058,57,17.6025348,78.1267724,521.65,90,32:55.5,17.59994,78.1257,310.1096524,32:55.6,52,0.097083066,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961059,52,17.6025353,78.1268307,513.595,89.50862457,32:55.6,17.59994,78.1257,312.4787186,32:55.7,51,0.146592957,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961060,43,17.6025337,78.1268947,512.684,91.43209618,32:55.7,17.59994,78.1257,314.9796203,32:55.8,52,0.231122225,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961061,53,17.6025337,78.1268947,512.684,90,32:55.8,17.59994,78.1257,314.9796203,32:55.9,57,0.204988613,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961062,31,17.6025337,78.1269468,513.665,90,32:55.9,17.59994,78.1257,317.2398374,32:56.0,59,0.133770812,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961063,42,17.6025311,78.1269932,514.112,93.20718546,32:56.0,17.59994,78.1257,319.0586138,32:56.1,58,0.082088,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961064,55,17.6025311,78.1269932,514.112,90,32:56.1,17.59994,78.1257,319.0586138,32:56.2,57,0.29913735,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961065,43,17.6025306,78.1270334,513.983,90.71259733,32:56.2,17.59994,78.1257,320.8621602,32:56.3,51,0.127854391,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961066,56,17.602535,78.1270588,521.604,80.17227599,32:56.3,17.59994,78.1257,322.4946825,32:56.4,53,0.135416107,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961067,53,17.602535,78.1270588,521.604,90,32:56.4,17.59994,78.1257,322.4946825,32:56.5,53,0.049087146,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961068,48,17.6025435,78.1270883,521.667,73.92642584,32:56.5,17.59994,78.1257,324.7453441,32:56.6,53,0.238442865,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961069,36,17.602558,78.1271082,521.64,53.92130166,32:56.6,17.59994,78.1257,327.1403686,32:56.7,55,0.208104668,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961070,32,17.602558,78.1271082,521.64,90,32:56.7,17.59994,78.1257,327.1403686,32:56.8,55,0.066230884,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961071,44,17.6025789,78.1271183,521.652,25.79232262,32:56.8,17.59994,78.1257,329.6967873,32:56.9,54,0.024714314,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961072,52,17.6026073,78.127118,521.663,359.3947854,32:56.9,17.59994,78.1257,332.4961093,32:57.0,54,0.204149791,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961073,43,17.6026073,78.127118,521.663,90,32:57.0,17.59994,78.1257,332.4961093,32:57.1,58,0.196353364,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961074,40,17.6026411,78.1271046,521.612,338.3741644,32:57.1,17.59994,78.1257,335.2197721,32:57.2,58,0.081977858,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961075,44,17.6026763,78.1270775,521.639,322.4078165,32:57.2,17.59994,78.1257,337.4786104,32:57.3,53,0.285259069,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961076,57,17.6026763,78.1270775,521.639,90,32:57.3,17.59994,78.1257,337.4786104,32:57.4,59,0.045317368,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961077,42,17.602709,78.1270406,521.655,311.5466838,32:57.4,17.59994,78.1257,339.1031638,32:57.5,60,0.12970044,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961078,47,17.6027353,78.1269985,521.682,301.9931484,32:57.5,17.59994,78.1257,339.9297371,32:57.6,53,0.283084776,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961079,55,17.6027353,78.1269985,521.682,90,32:57.6,17.59994,78.1257,339.9297371,32:57.7,54,0.125918195,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961080,35,17.6027537,78.126954,513.542,292.4642698,32:57.7,17.59994,78.1257,339.9298398,32:57.8,55,0.191557784,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961081,32,17.6027685,78.1269124,512.635,289.5839938,32:57.8,17.59994,78.1257,339.7530982,32:57.9,59,0.119278319,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961082,48,17.6027685,78.1269124,512.635,90,32:57.9,17.59994,78.1257,339.7530982,32:58.0,59,0.082264561,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961083,44,17.6027634,78.1268702,512.418,263.1090474,32:58.0,17.59994,78.1257,337.5592834,32:58.1,51,0.295193294,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961084,54,17.6027574,78.1268219,513.923,262.9187877,32:58.1,17.59994,78.1257,335.0882522,32:58.2,54,0.122800202,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961085,52,17.6027574,78.1268219,513.923,90,32:58.2,17.59994,78.1257,335.0882522,32:58.3,56,0.268229761,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961086,34,17.6027464,78.1267724,514.966,257.4711923,32:58.3,17.59994,78.1257,332.1130501,32:58.4,55,0.068986382,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961087,57,17.6027332,78.1267305,521.307,252.5137066,32:58.4,17.59994,78.1257,329.2344993,32:58.5,52,0.063931411,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961088,39,17.6027332,78.1267305,521.307,90,32:58.5,17.59994,78.1257,329.2344993,32:58.6,59,0.009340225,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961089,36,17.6027148,78.126692,521.179,244.4558347,32:58.6,17.59994,78.1257,325.9660894,32:58.7,57,0.195500048,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961090,54,17.6026969,78.1266603,521.126,240.5479395,32:58.7,17.59994,78.1257,323.0083272,32:58.8,58,0.110557903,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961091,46,17.6026969,78.1266603,521.126,90,32:58.8,17.59994,78.1257,323.0083272,32:58.9,59,0.259307475,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961092,36,17.6026779,78.1266357,521.066,232.3190193,32:58.9,17.59994,78.1257,320.1867788,32:59.0,58,0.141962972,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961093,51,17.6026554,78.126617,521.1,219.7303469,32:59.0,17.59994,78.1257,317.1959731,32:59.1,54,0.290458028,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961094,55,17.6026554,78.126617,521.1,90,32:59.1,17.59994,78.1257,317.1959731,32:59.2,56,0.055657655,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961095,59,17.6026303,78.1266039,521.103,207.5606122,32:59.2,17.59994,78.1257,314.1141389,32:59.3,52,0.26058695,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961096,41,17.6026039,78.1265982,521.098,192.1836566,32:59.3,17.59994,78.1257,311.1343678,32:59.4,57,0.232979056,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
1715961097,54,17.6026039,78.1265982,521.098,90,32:59.4,17.59994,78.1257,311.1343678,32:59.5,52,0.231276553,3.1,2.6,2.81,2.21,85.14,59.91,55.925,2.6
